,,,,,,,
,0.0, ,,,,,
,1.745E-03,2.3702E-03,3.1462E-03,4.0718E-03,5.1736E-03,7.9577E-03,
,1.1636E-02,1.636E-02,2.2274E-02,2.9498E-02,3.8176E-02,4.8505E-02,
,6.0644E-02,7.4609E-02,9.0738E-02,1.0934E-01,1.3025E-01,1.5339E-01,
,1.798E-01,2.0883E-01,2.4143E-01,2.7656E-01,2.9977E-01,3.1535E-01,
,3.3097E-01,3.4978E-01,3.7393E-01,4.119E-01,4.5582E-01,5.0326E-01,
,5.3554E-01,5.6337E-01,5.7915E-01,5.8586E-01,5.8048E-01,5.8586E-01,
,5.9812E-01,6.1347E-01,6.292E-01,6.4534E-01,6.5734E-01,6.5734E-01,
,6.5282E-01,6.4386E-01,6.292E-01,6.0505E-01,5.7516E-01,5.4299E-01,
,5.1855E-01,4.9294E-01,4.7075E-01,4.4853E-01,4.3032E-01,4.1475E-01,
,3.9883E-01,3.8264E-01,3.705E-01,3.5958E-01,3.4897E-01,3.3868E-01,
,3.2195E-01,2.876E-01,2.3922E-01,1.8698E-01,1.4886E-01,1.3329E-01,
,1.4216E-01,1.678E-01,1.9266E-01,2.1667E-01,2.4087E-01,2.6411E-01,
,2.772E-01,2.772E-01,2.581E-01,2.3377E-01,2.022E-01,1.6703E-01,
,1.3514E-01,1.0394E-01,7.2409E-02,3.9975E-02,3.9975E-03,2.0035E-03,
,1.1825E-03,8.3905E-04,5.995E-05,1.2495E-06,3.6223E-07,1.8497E-07,
,1.101E-07,6.711E-08,3.8441E-08,1.9989E-08,1.27E-08,1.1582E-08,
,1.101E-08,1.071E-08,1.049E-08,9.9035E-09,9.3066E-09,8.6058E-09,
,7.9945E-09,7.4437E-09,6.8516E-09,6.292E-09,5.7915E-09,5.4049E-09,
,4.795E-09,4.4034E-09,4.1475E-09,3.8264E-09,3.5464E-09,3.325E-09,
,3.19E-09,3.0817E-09,2.9839E-09,2.8826E-09,2.7656E-09,2.6533E-09,
,2.5281E-09,2.4199E-09,2.3163E-09,2.2171E-09,2.1173E-09,2.0314E-09,
,1.9399E-09,1.8399E-09,1.7611E-09,1.6626E-09,1.5805E-09,1.4886E-09,
,1.4216E-09,1.339E-09,1.2583E-09,1.1689E-09,1.0884E-09,1.0181E-09,
,9.3927E-10,8.6854E-10,8.0871E-10,7.7945E-10,7.5996E-10,7.4953E-10,
,7.2911E-10,7.0112E-10,7.0923E-10,7.158E-10,7.3416E-10,7.8486E-10,
,9.2425E-10,1.0784E-09,1.267E-09,1.4615E-09,1.5696E-09,1.6398E-09,
,1.7571E-09,1.8871E-09,2.0979E-09,2.2688E-09,2.4423E-09,2.6594E-09,
,2.8694E-09,3.1318E-09,3.4339E-09,3.8441E-09,4.4339E-09,5.2214E-09,
,6.3649E-09,7.7231E-09,9.6336E-09,1.1319E-08,1.2382E-08,1.3298E-08,
,1.3989E-08,1.4716E-08,1.5024E-08,1.5516E-08,1.5696E-08,1.6062E-08,
,1.6741E-08,1.7774E-08,1.9399E-08,2.0314E-08,2.0979E-08,2.1767E-08,
,2.3003E-08,2.4705E-08,2.6533E-08,2.9634E-08,3.348E-08,4.1001E-08,
,4.9979E-08,5.995E-08,7.2911E-08,9.1367E-08,1.1502E-07,1.3483E-07,
,1.4581E-07,1.5303E-07,1.5588E-07,1.5805E-07,1.5805E-07,1.5696E-07,
,1.5268E-07,1.4784E-07,1.4086E-07,1.339E-07,1.2817E-07,1.2583E-07,
,1.2497E-07,1.27E-07,1.3298E-07,1.4481E-07,1.621E-07,1.8188E-07,
,2.0408E-07,2.2428E-07,2.4592E-07,2.6902E-07,2.9295E-07,3.1535E-07,
,3.348E-07,3.5464E-07,3.7479E-07,3.9065E-07,4.0531E-07,4.2344E-07,
,4.4034E-07,4.6216E-07,4.8617E-07,5.1498E-07,5.6989E-07,6.6956E-07,
,8.3041E-07,1.0597E-06,1.3683E-06,1.7709E-06,2.1692E-06,2.5573E-06,
,2.9322E-06,3.19E-06,3.3581E-06,3.4641E-06,3.5018E-06,3.4801E-06,
,3.4181E-06,3.3365E-06,3.253E-06,3.1311E-06,2.9998E-06,2.6878E-06,
,2.3523E-06,2.0007E-06,1.69E-06,1.4194E-06,1.2989E-06,1.2589E-06,
,1.3286E-06,1.4986E-06,1.7084E-06,2.0384E-06,2.6284E-06,3.8689E-06,
,5.951E-06,9.3065E-06,1.0689E-05,1.1195E-05,1.1603E-05,1.1812E-05,
,1.1995E-05,1.1906E-05,1.179E-05,1.1602E-05,1.1389E-05,1.1002E-05,
,1.0791E-05,1.0905E-05,1.1394E-05,1.2212E-05,1.4002E-05,1.639E-05,
,1.912E-05,2.2506E-05,2.849E-05,4.0466E-05,4.505E-05,5.8035E-05,
,7.8017E-05,1.06E-04,1.5303E-04,2.5397E-04,3.1973E-04,3.5383E-04,
,3.629E-04,3.6374E-04,3.604E-04,3.3868E-04,3.0185E-04,2.6594E-04,
,2.248E-04,1.9579E-04,1.741E-04,1.6025E-04,1.4414E-04,1.3483E-04,
,1.2396E-04,1.1402E-04,1.0708E-04,9.9401E-05,9.3474E-05,8.8042E-05,
,8.3098E-05,8.0964E-05,7.903E-05,7.5908E-05,7.3976E-05,7.4044E-05,
,7.4953E-05,7.6013E-05,7.7427E-05,8.0499E-05,8.4099E-05,8.9E-05,
,9.5102E-05,9.9998E-05,1.0512E-04,1.1202E-04,1.2187E-04,1.3304E-04,
,1.3592E-04,1.3712E-04,1.3797E-04,1.4184E-04,1.5516E-04,1.8612E-04,
,3.2047E-04,5.2094E-04,7.2242E-04,9.2213E-04,1.1609E-03,1.678E-03,
,1.8272E-03,1.9222E-03,1.9089E-03,1.8484E-03,1.7171E-03,1.5481E-03,
,1.4021E-03,1.2497E-03,1.101E-03,9.9035E-04,8.8877E-04,8.0499E-04,
,7.3925E-04,6.742E-04,6.2057E-04,5.7252E-04,5.2941E-04,4.8842E-04,
,4.6429E-04,4.4034E-04,4.1763E-04,3.97E-04,3.8264E-04,3.705E-04,
